id	sentence	cg_supertags
450	Jean a parlé à Marie .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_a)', 'dr(0,pp_a,np)', 'np', 'dl(0,s,txt)']
451	Guillaume a parlé à Marie .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_a)', 'dr(0,pp_a,np)', 'np', 'dl(0,s,txt)']
452	Guillaume a parlé à tous ceux à qui Jean a parlé .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_a)', 'dr(0,pp_a,np)', 'dr(0,np,np)', 'np', 'dr(0,pp_a,np)', 'dr(0,dl(0,dr(0,pp,np),dl(0,n,n)),dr(0,s,dia(1,box(1,pp))))', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_a)', 'dl(0,s,txt)']
453	Guillaume a parlé à Marie .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_a)', 'dr(0,pp_a,np)', 'np', 'dl(0,s,txt)']
454	Jean a parlé à Marie .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_a)', 'dr(0,pp_a,np)', 'np', 'dl(0,s,txt)']
455	Jean a dit que Marie avait écrit un rapport et Guillaume aussi .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),np)', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
456	Guillaume a dit que Marie avait écrit un rapport .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
457	Jean a dit que Marie avait écrit un rapport et Guillaume aussi .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),np)', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
458	Jean a dit que Guillaume avait écrit un rapport .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
459	Jean a dit que Marie avait écrit un rapport et que Guillaume aussi .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),s)', 'dr(0,s_q,s)', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
460	Guillaume a dit que Marie avait écrit un rapport .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
461	Jean a écrit un rapport et Guillaume a dit que Pierre aussi .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
462	Guillaume a dit que Pierre avait écrit un rapport .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
463	Si Jean a écrit un rapport alors Guillaume aussi .	['dr(0,dr(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(1,s,s)', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
464	Jean a écrit un rapport .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
465	Guillaume a écrit un rapport .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
466	Jean voulait acheter une voiture et il l' a fait .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dr(0,dl(0,np,s),dia(1,box(1,np))))', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dl(0,s,txt)']
467	Jean a acheté une voiture .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
468	Jean devait acheter une voiture et Guillaume aussi .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
469	Guillaume a acheté une voiture .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
470	Dupont représente son entreprise et Durand également .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dl(1,s,s)', 'dl(0,s,txt)']
471	Durand représente l' entreprise de Durand .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
472	Dupont représente son entreprise et Durand également .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dl(1,s,s)', 'dl(0,s,txt)']
473	Durand représente l' entreprise de Dupont .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
474	Dupont représente son entreprise et Durand également .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dl(1,s,s)', 'dl(0,s,txt)']
475	Dupont représente l' entreprise de Durand .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
476	Dupont a prétendu qu' il avait chiffré sa proposition et Durand également .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dl(0,np,s)))),dr(0,s,box(1,dia(1,dl(0,np,s))))),dr(0,s,dia(1,box(1,dl(0,np,s)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
477	Durand a prétendu qu' il avait chiffré sa propre proposition .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
478	Dupont a prétendu qu' il avait chiffré sa proposition et Durand également .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dl(0,np,s)))),dr(0,s,box(1,dia(1,dl(0,np,s))))),dr(0,s,dia(1,box(1,dl(0,np,s)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
479	Durand a prétendu qu' il avait chiffré la proposition de Dupont .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
480	Dupont a prétendu qu' il avait chiffré sa proposition et Durand également .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dl(0,np,s)))),dr(0,s,box(1,dia(1,dl(0,np,s))))),dr(0,s,dia(1,box(1,dl(0,np,s)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
481	Durand a prétendu que Dupont avait chiffré la proposition de Dupont .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
482	Dupont a prétendu qu' il avait chiffré sa proposition et Durand également .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dl(0,np,s)))),dr(0,s,box(1,dia(1,dl(0,np,s))))),dr(0,s,dia(1,box(1,dl(0,np,s)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
483	Durand a prétendu que Dupont avait chiffré la proposition de Durand .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
484	Jean est un homme et Marie est une femme .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
485	Jean représente son entreprise et Marie aussi .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
486	Marie représente sa propre entreprise .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
487	Jean est un homme et Marie est une femme .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
488	Jean représente son entreprise et Marie aussi .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dl(0,np,np)', 'dl(0,s,txt)']
489	Marie représente l' entreprise de Jean .	['np', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
490	Guillaume a suggéré au patron de Franck qu' ils devraient se rendre ensemble à la réunion et Charles ( l' a suggéré ) à la femme d' Alain .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dr(0,dl(0,np,s_ppart),s_q),pp_a)', 'dr(0,pp_a,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),dl(0,np,s))', 'dr(0,dl(0,np,s),dr(0,dl(0,np,s),dia(1,box(1,np))))', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'let', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
491	S' il a été suggéré que Guillaume et Franck devraient se rendre ensemble à la réunion , il a été suggéré que Charles et Alain devraient se rendre à la réunion ensemble .	['dr(0,dr(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'let', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dl(0,n,n)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
492	Guillaume a suggéré au patron de Franck qu' ils devraient se rendre ensemble à la réunion et Charles ( l' a suggéré ) à la femme d' Alain .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dr(0,dl(0,np,s_ppart),s_q),pp_a)', 'dr(0,pp_a,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),dl(0,np,s))', 'dr(0,dl(0,np,s),dr(0,dl(0,np,s),dia(1,box(1,np))))', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'let', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
493	S' il a été suggéré que Guillaume et Franck devraient se rendre ensemble à la réunion , il a été suggéré que Charles et la femme d' Alain devraient se rendre ensemble à la réunion .	['dr(0,dr(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'let', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dl(0,n,n)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,s,s)', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
494	Guillaume a suggéré au patron de Franck qu' ils devraient se rendre ensemble à la réunion et Charles ( l' a suggéré ) à la femme d' Alain .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dr(0,dl(0,np,s_ppart),s_q),pp_a)', 'dr(0,pp_a,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),dl(0,np,s))', 'dr(0,dl(0,np,s),dr(0,dl(0,np,s),dia(1,box(1,np))))', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'let', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
495	S' il a été suggéré que Guillaume et le patron de Franck devraient se rendre ensemble à la réunion , il a été suggéré que Charles et la femme d' Alain devraient se rendre ensemble à la réunion .	['dr(0,dr(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),dl(0,n,n))', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'let', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dl(0,n,n)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(0,n,n)', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
496	Guillaume a suggéré au patron de Franck qu' ils devraient se rendre ensemble à la réunion et Charles ( l' a suggéré ) à la femme d' Alain .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dr(0,dl(0,np,s_ppart),s_q),pp_a)', 'dr(0,pp_a,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),dl(0,np,s))', 'dr(0,dl(0,np,s),dr(0,dl(0,np,s),dia(1,box(1,np))))', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'let', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
497	S' il a été suggéré que Guillaume et le patron de Franck devraient se rendre ensemble à la réunion , il a été suggéré que Charles et Alain devraient se rendre ensemble à la réunion .	['dr(0,dr(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),dl(0,n,n))', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'let', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dl(0,n,n)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,s,s)', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
498	Guillaume a suggéré au patron de Franck qu' ils devraient se rendre ensemble à la réunion et Charles ( l' a suggéré ) à la femme d' Alain .	['np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dr(0,dl(0,np,s_ppart),s_q),pp_a)', 'dr(0,pp_a,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),dl(0,np,s))', 'dr(0,dl(0,np,s),dr(0,dl(0,np,s),dia(1,box(1,np))))', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'let', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dl(0,s,txt)']
499	S' il a été suggéré que Guillaume , Franck et le patron de Franck devraient se rendre ensemble à la réunion , il a été suggéré que Charles , Alain et la femme d' Alain devraient se rendre ensemble à la réunion .	['dr(0,dr(0,s,s),s)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),s_q)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),dl(0,n,n))', 'dl(1,dl(0,np,s),dl(0,np,s))', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'let', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),dl(0,np,s_pass))', 'dl(0,n,n)', 'dr(0,s_q,s)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'np', 'dr(0,dl(0,np,s),dl(0,np,s_inf))', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s_inf)),pp)', 'dl(1,s,s)', 'dr(0,pp_a,np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
500	Un avocat a signé tous les rapports et un vérificateur aux comptes également .	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(1,s,s)', 'dl(0,s,txt)']
