id	sentence	pros	formula
303	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
305	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
307	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
308	Quatre enfants portent des hauts orange.	p(0,p(0,p(0,'Quatre',enfants),p(0,portent,p(0,des,p(0,hauts,orange)))),'.')	appl(word(6),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
309	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
311	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
312	Tous les enfants portent des hauts.	p(0,p(0,p(0,'Tous',p(0,les,enfants)),p(0,portent,p(0,des,hauts))),'.')	appl(word(6),appl(appl(word(3),appl(word(4),word(5))),appl(word(0),appl(word(1),word(2)))))
313	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
315	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
316	Moins de cinq enfants portent des hauts orange.	p(0,p(0,p(0,'Moins',p(0,de,p(0,cinq,enfants))),p(0,portent,p(0,des,p(0,hauts,orange)))),'.')	appl(word(8),appl(appl(word(4),appl(word(5),appl(word(7),word(6)))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
317	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
319	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
321	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
323	Il y a six enfants debout au sommet d'une montagne jaune. Les deux tiers portent des hauts orange et un tiers portent des hauts gris.	p(0,p(0,p(0,'Il',p(0,y,p(0,a,p(0,six,p(0,p(0,p(0,p(0,enfants,debout),p(0,au,sommet)),p(0,'d\'',p(0,une,montagne))),jaune))))),p(0,'.',p(0,p(0,p(0,'Les',p(0,deux,tiers)),p(0,portent,p(0,des,p(0,hauts,orange)))),p(0,et,p(0,p(0,un,tiers),p(0,portent,p(0,des,p(0,hauts,gris)))))))),'.')	appl(word(27),appl(appl(word(12),appl(appl(word(20),appl(appl(word(23),appl(word(24),appl(word(26),word(25)))),appl(word(21),word(22)))),appl(appl(word(16),appl(word(17),appl(word(19),word(18)))),appl(word(13),appl(word(14),word(15)))))),appl(appl(appl(word(2),appl(word(3),appl(word(11),appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(6),word(7)),appl(word(5),word(4))))))),word(1)),word(0))))
324	Certains enfants ont les cheveux orange.	p(0,p(0,p(0,'Certains',enfants),p(0,ont,p(0,les,p(0,cheveux,orange)))),'.')	appl(word(6),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
326	Plus de 4 chanteurs sont originaires du Brésil.	p(0,p(0,p(0,'Plus',p(0,de,p(0,4,chanteurs))),p(0,sont,p(0,originaires,p(0,du,'BrÃ©sil')))),'.')	appl(word(8),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
328	Les deux tiers des chanteurs viennent du Brésil.	p(0,p(0,p(0,'Les',p(0,p(0,deux,tiers),p(0,des,chanteurs))),p(0,viennent,p(0,du,'BrÃ©sil'))),'.')	appl(word(8),appl(appl(word(5),appl(word(6),word(7))),appl(word(0),appl(appl(word(3),word(4)),appl(word(1),word(2))))))
330	Deux chanteurs viennent du Brésil.	p(0,p(0,p(0,'Deux',chanteurs),p(0,viennent,p(0,du,'BrÃ©sil'))),'.')	appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
332	La plupart des chanteurs viennent du Brésil.	p(0,p(0,p(0,'La',p(0,plupart,p(0,des,chanteurs))),p(0,viennent,p(0,du,'BrÃ©sil'))),'.')	appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
334	Plusieurs chanteurs ne viennent pas du Chili.	p(0,p(0,p(0,'Plusieurs',chanteurs),p(0,ne,p(0,p(1,viennent,pas),p(0,du,'Chili')))),'.')	appl(word(7),appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),word(6))),A)))),appl(word(0),word(1))))
360	36% de la population d’Amérique latine vit dans la richesse.	p(0,p(0,p(0,36,p(0,p(0,'%',p(0,de,p(0,la,population))),p(0,'d\'',p(0,'AmÃ©rique',latine)))),p(0,vit,p(0,dans,p(0,la,richesse)))),'.')	appl(word(12),appl(appl(word(8),appl(word(9),appl(word(10),word(11)))),appl(word(0),appl(appl(word(5),appl(word(7),word(6))),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
374	Certains hommes ne portent pas de bleu.	p(0,p(0,p(0,'Certains',hommes),p(0,ne,p(0,portent,p(0,pas,p(0,de,bleu))))),'.')	appl(word(7),appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),word(6))))),appl(word(0),word(1))))
380	La plupart des hommes portent du bleu.	p(0,p(0,p(0,'La',p(0,plupart,p(0,des,hommes))),p(0,portent,p(0,du,bleu))),'.')	appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
382	Au moins deux hommes portent de l’orange.	p(0,p(0,p(0,p(0,'Au',moins),p(0,deux,hommes)),p(0,portent,p(0,de,p(0,'l\'',orange)))),'.')	appl(word(8),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(appl(word(0),word(1)),appl(word(2),word(3)))))
402	Certains ours s'assoient.	p(0,p(0,p(0,'Certains',ours),p(0,'s\'',assoient)),'.')	appl(word(4),appl(appl(word(3),word(2)),appl(word(0),word(1))))
404	Certains ours ne courent pas.	p(0,p(1,p(0,p(0,'Certains',ours),p(0,ne,courent)),pas),'.')	appl(word(5),appl(word(4),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
406	Tout ours court.	p(0,p(0,p(0,'Tout',ours),court),'.')	appl(word(3),appl(word(2),appl(word(0),word(1))))
408	Plus d'un ours est assis.	p(0,p(0,p(0,'Plus',p(0,'d\'',p(0,un,ours))),p(0,est,assis)),'.')	appl(word(6),appl(appl(word(4),word(5)),appl(word(0),appl(word(1),appl(word(2),word(3))))))
410	Tous les ours courent.	p(0,p(0,p(0,'Tous',p(0,les,ours)),courent),'.')	appl(word(4),appl(word(3),appl(word(0),appl(word(1),word(2)))))
412	Plus de deux ours courent.	p(0,p(0,p(0,'Plus',p(0,de,p(0,deux,ours))),courent),'.')	appl(word(5),appl(word(4),appl(word(0),appl(word(1),appl(word(2),word(3))))))
414	Plus de quatre ours sont assis.	p(0,p(0,p(0,'Plus',p(0,de,p(0,quatre,ours))),p(0,sont,assis)),'.')	appl(word(6),appl(appl(word(4),word(5)),appl(word(0),appl(word(1),appl(word(2),word(3))))))
416	Plus de 3 ours ne s'assoient pas.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,3,ours))),p(0,ne,p(0,'s\'',assoient))),pas),'.')	appl(word(8),appl(word(7),appl(appl(word(4),appl(word(6),word(5))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
418	Moins de six ours courent.	p(0,p(0,p(0,'Moins',p(0,de,p(0,six,ours))),courent),'.')	appl(word(5),appl(word(4),appl(word(0),appl(word(1),appl(word(2),word(3))))))
420	Un ours est assis.	p(0,p(0,p(0,'Un',ours),p(0,est,assis)),'.')	appl(word(4),appl(appl(word(2),word(3)),appl(word(0),word(1))))
422	Trois ours courent.	p(0,p(0,p(0,'Trois',ours),courent),'.')	appl(word(3),appl(word(2),appl(word(0),word(1))))
430	Un ours beige court.	p(0,p(0,'Un',p(0,p(0,ours,beige),court)),'.')	appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1)))))
432	60% des ours courent.	p(0,p(0,p(0,60,p(0,'%',p(0,des,ours))),courent),'.')	appl(word(5),appl(word(4),appl(word(0),appl(appl(word(2),word(3)),word(1)))))
434	40% des ours sont assis.	p(0,p(0,p(0,40,p(0,'%',p(0,des,ours))),p(0,sont,assis)),'.')	appl(word(6),appl(appl(word(4),word(5)),appl(word(0),appl(appl(word(2),word(3)),word(1)))))
436	Plus de 40% des ours courent.	p(0,p(0,p(0,'Plus',p(0,de,p(0,40,p(0,'%',p(0,des,ours))))),courent),'.')	appl(word(7),appl(word(6),appl(word(0),appl(word(1),appl(word(2),appl(appl(word(4),word(5)),word(3)))))))
438	Un ours brun et un ours beige se poursuivent.	p(0,p(0,p(0,p(0,'Un',p(0,ours,brun)),p(0,et,p(0,un,p(0,ours,beige)))),p(0,se,poursuivent)),'.')	appl(word(9),appl(appl(word(8),word(7)),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1))))))
440	Deux ours beiges se poursuivent.	p(0,p(0,p(0,'Deux',p(0,ours,beiges)),p(0,se,poursuivent)),'.')	appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1)))))
502	Six enfants portant des hauts beiges sont debout au sommet d'une montagne.	p(0,p(1,p(0,p(0,'Six',p(0,enfants,p(0,portant,p(0,des,p(0,hauts,beiges))))),p(0,sont,debout)),p(0,au,p(0,sommet,p(0,'d\'',p(0,une,montagne))))),'.')	appl(word(13),appl(appl(word(8),appl(appl(word(10),appl(word(11),word(12))),word(9))),appl(appl(word(6),word(7)),appl(word(0),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),word(1))))))
508	Quatre enfants portent des hauts beiges.	p(0,p(0,p(0,'Quatre',enfants),p(0,portent,p(0,des,p(0,hauts,beiges)))),'.')	appl(word(6),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1))))
512	Tous les enfants portent des tops.	p(0,p(0,p(0,'Tous',p(0,les,enfants)),p(0,portent,p(0,des,tops))),'.')	appl(word(6),appl(appl(word(3),appl(word(4),word(5))),appl(word(0),appl(word(1),word(2)))))
516	Moins de cinq enfants portent des hauts beiges.	p(0,p(0,p(0,'Moins',p(0,de,p(0,cinq,enfants))),p(0,portent,p(0,des,p(0,hauts,beiges)))),'.')	appl(word(8),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
524	Certains enfants ont les cheveux beiges.	p(0,p(0,p(0,'Certains',enfants),p(0,ont,p(0,les,p(0,cheveux,beiges)))),'.')	appl(word(6),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
526	Plus de 4 chanteurs sont allemands.	p(0,p(0,p(0,'Plus',p(0,de,p(0,4,chanteurs))),p(0,sont,allemands)),'.')	appl(word(6),appl(appl(word(4),word(5)),appl(word(0),appl(word(1),appl(word(2),word(3))))))
528	Les deux tiers des chanteurs sont allemands.	p(0,p(0,p(0,'Les',p(0,p(0,deux,tiers),p(0,des,chanteurs))),p(0,sont,allemands)),'.')	appl(word(7),appl(appl(word(5),word(6)),appl(word(0),appl(appl(word(3),word(4)),appl(word(1),word(2))))))
530	Deux chanteurs viennent d’Allemagne.	p(0,p(0,p(0,'Deux',chanteurs),p(0,viennent,p(0,'d\'','Allemagne'))),'.')	appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
532	La plupart des chanteurs viennent d’Allemagne.	p(0,p(0,p(0,'La',p(0,plupart,p(0,des,chanteurs))),p(0,viennent,p(0,'d\'','Allemagne'))),'.')	appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
534	Plusieurs chanteurs ne viennent pas du Chili.	p(0,p(0,p(0,'Plusieurs',chanteurs),p(0,ne,p(0,p(1,viennent,pas),p(0,du,'Chili')))),'.')	appl(word(7),appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),word(6))),A)))),appl(word(0),word(1))))
560	36 % de la population australienne vit dans la richesse.	p(0,p(0,p(0,36,p(0,p(0,'%',p(0,de,p(0,la,population))),australienne)),p(0,vit,p(0,dans,p(0,la,richesse)))),'.')	appl(word(10),appl(appl(word(6),appl(word(7),appl(word(8),word(9)))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
562	Il y avait plus de femmes que d'hommes en Ouzbékistan.	p(0,p(1,p(0,'Il',p(0,y,p(0,avait,p(0,p(0,plus,p(0,de,femmes)),p(0,que,p(0,'d\'',hommes)))))),p(0,en,'OuzbÃ©kistan')),'.')	appl(word(11),appl(appl(word(9),word(10)),appl(appl(appl(word(2),appl(appl(word(3),appl(word(4),word(5))),appl(word(6),appl(word(7),word(8))))),word(1)),word(0))))
564	Le ratio hommes/femmes pour 100 femmes se situait entre 86 et 87.	p(0,p(0,p(0,'Le',p(0,p(0,p(0,ratio,hommes),p(0,/,femmes)),p(0,pour,p(0,100,femmes)))),p(0,se,p(0,situait,p(0,entre,p(0,86,p(0,et,'.')))))),'87.')	appl(word(14),appl(appl(appl(word(9),appl(word(10),appl(appl(word(12),word(13)),word(11)))),word(8)),appl(word(0),appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(3),word(4)),appl(word(2),word(1)))))))
566	Il y avait plus de femmes que d'hommes dans le monde.	p(0,p(1,p(0,'Il',p(0,y,p(0,avait,p(0,p(0,plus,p(0,de,femmes)),p(0,que,p(0,'d\'',hommes)))))),p(0,dans,p(0,le,monde))),'.')	appl(word(12),appl(appl(word(9),appl(word(10),word(11))),appl(appl(appl(word(2),appl(appl(word(3),appl(word(4),word(5))),appl(word(6),appl(word(7),word(8))))),word(1)),word(0))))
568	Il y avait plus d'hommes que de femmes en Ouzbékistan.	p(0,p(1,p(0,'Il',p(0,y,p(0,avait,p(0,p(0,plus,p(0,'d\'',hommes)),p(0,que,p(0,de,femmes)))))),p(0,en,'OuzbÃ©kistan')),'.')	appl(word(11),appl(appl(word(9),word(10)),appl(appl(appl(word(2),appl(appl(word(3),appl(word(4),word(5))),appl(word(6),appl(word(7),word(8))))),word(1)),word(0))))
574	Certains hommes ne portent pas de bleu.	p(0,p(0,p(0,'Certains',hommes),p(0,ne,p(0,portent,p(0,pas,p(0,de,bleu))))),'.')	appl(word(7),appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),word(6))))),appl(word(0),word(1))))
580	La plupart des hommes portent du bleu.	p(0,p(0,p(0,'La',p(0,plupart,p(0,des,hommes))),p(0,portent,p(0,du,bleu))),'.')	appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(word(1),appl(word(2),word(3))))))
582	Au moins deux hommes portent du beige.	p(0,p(0,p(0,p(0,'Au',moins),p(0,deux,hommes)),p(0,portent,p(0,du,beige))),'.')	appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(0),word(1)),appl(word(2),word(3)))))
