id	sentence	pros	formula
11761	Il n'y a pas de petit chien chassant une grosse vache brune	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,petit,chien),p(0,chassant,p(0,une,p(0,grosse,vache)))),brune)))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(word(12),appl(appl(word(8),appl(word(9),appl(word(10),word(11)))),appl(word(6),word(7))))))),word(2))),word(0))
11762	Un chien poursuit la queue d'un animal dans l'herbe	p(1,p(0,p(0,'Un',chien),p(0,poursuit,p(0,la,p(0,queue,p(0,'d\'',p(0,un,animal)))))),p(0,dans,p(0,'l\'',herbe)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(2),appl(word(3),appl(appl(word(5),appl(word(6),word(7))),word(4)))),appl(word(0),word(1))))
11763	Un chien poursuit la queue d'un animal dans l'herbe	p(1,p(0,p(0,'Un',chien),p(0,poursuit,p(0,la,p(0,queue,p(0,'d\'',p(0,un,animal)))))),p(0,dans,p(0,'l\'',herbe)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(2),appl(word(3),appl(appl(word(5),appl(word(6),word(7))),word(4)))),appl(word(0),word(1))))
11764	Un petit chien chasse une grosse vache brune	p(0,p(0,'Un',p(0,petit,chien)),p(0,chasse,p(0,une,p(0,p(0,grosse,vache),brune))))	appl(appl(word(3),appl(word(4),appl(word(7),appl(word(5),word(6))))),appl(word(0),appl(word(1),word(2))))
11787	Une femme regarde curieusement un homme	p(0,p(0,'Une',femme),p(0,p(1,regarde,curieusement),p(0,un,homme)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
11789	Une femme ignore un homme	p(0,p(0,'Une',femme),p(0,ignore,p(0,un,homme)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
11790	Une femme regarde curieusement un homme	p(0,p(0,'Une',femme),p(0,p(1,regarde,curieusement),p(0,un,homme)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
11793	Un homme et une femme sont dehors et portent des chemises de couleur claire	p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),p(0,p(0,sont,dehors),p(0,et,p(0,portent,p(0,des,p(0,p(0,chemises,p(0,de,couleur)),claire))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(word(13),appl(appl(word(11),word(12)),word(10)))))),appl(word(5),word(6))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
11795	Une femme regarde curieusement un homme	p(0,p(0,'Une',femme),p(0,p(1,regarde,curieusement),p(0,un,homme)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
11797	Une femme regarde curieusement un homme	p(0,p(0,'Une',femme),p(0,p(1,regarde,curieusement),p(0,un,homme)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
11798	Un homme et une femme sont dehors et portent des chemises de couleur claire	p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),p(0,p(0,sont,dehors),p(0,et,p(0,portent,p(0,des,p(0,p(0,chemises,p(0,de,couleur)),claire))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(word(13),appl(appl(word(11),word(12)),word(10)))))),appl(word(5),word(6))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
11801	Une femme ignore un homme	p(0,p(0,'Une',femme),p(0,ignore,p(0,un,homme)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
11803	Une femme regarde curieusement un homme	p(0,p(0,'Une',femme),p(0,p(1,regarde,curieusement),p(0,un,homme)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
11806	Le petit chien attrape la pantoufle de chambre avec sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,attrape,p(0,la,p(0,pantoufle,p(0,de,chambre))))),p(0,avec,p(0,sa,bouche)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2)))))
11807	Le petit chien fait tomber la pantoufle de sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,p(0,fait,tomber),p(0,la,pantoufle))),p(0,de,p(0,sa,bouche)))	appl(appl(word(7),appl(word(8),word(9))),appl(appl(appl(word(3),word(4)),appl(word(5),word(6))),appl(word(0),appl(word(1),word(2)))))
11808	Le petit chien attrape la pantoufle de chambre avec sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,attrape,p(0,la,p(0,pantoufle,p(0,de,chambre))))),p(0,avec,p(0,sa,bouche)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2)))))
11810	Un chien brun regarde attentivement un chien brun et blanc	p(0,p(0,'Un',p(0,chien,brun)),p(0,p(1,regarde,attentivement),p(0,un,p(0,chien,p(0,brun,p(0,et,blanc))))))	appl(lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(appl(word(8),word(9)),word(7)),word(6)))),A))),appl(word(0),appl(word(2),word(1))))
11811	Un chien brun regarde attentivement un chien brun et blanc	p(0,p(0,'Un',p(0,chien,brun)),p(0,p(1,regarde,attentivement),p(0,un,p(0,chien,p(0,brun,p(0,et,blanc))))))	appl(lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(appl(word(8),word(9)),word(7)),word(6)))),A))),appl(word(0),appl(word(2),word(1))))
11812	Il n'y a pas de chien brun regardant attentivement un chien brun et blanc	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,chien,brun),p(0,p(1,regardant,attentivement),p(0,un,chien))),p(0,brun,p(0,et,blanc)))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(appl(word(13),word(14)),word(12)),appl(appl(word(9),appl(word(8),appl(word(10),word(11)))),appl(word(7),word(6))))))),word(2))),word(0))
11814	Le petit chien attrape la pantoufle de chambre avec sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,attrape,p(0,la,p(0,pantoufle,p(0,de,chambre))))),p(0,avec,p(0,sa,bouche)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2)))))
11815	Il n'y a pas de chien brun regardant attentivement un chien brun et blanc	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,chien,brun),p(0,p(1,regardant,attentivement),p(0,un,chien))),p(0,brun,p(0,et,blanc)))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(appl(word(13),word(14)),word(12)),appl(appl(word(9),appl(word(8),appl(word(10),word(11)))),appl(word(7),word(6))))))),word(2))),word(0))
11816	Le petit chien attrape la pantoufle de chambre avec sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,attrape,p(0,la,p(0,pantoufle,p(0,de,chambre))))),p(0,avec,p(0,sa,bouche)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2)))))
11817	Un chien brun regarde attentivement un chien brun et blanc	p(0,p(0,'Un',p(0,chien,brun)),p(0,p(1,regarde,attentivement),p(0,un,p(0,chien,p(0,brun,p(0,et,blanc))))))	appl(lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(appl(word(8),word(9)),word(7)),word(6)))),A))),appl(word(0),appl(word(2),word(1))))
11819	Un chien brun regarde attentivement un chien brun et blanc	p(0,p(0,'Un',p(0,chien,brun)),p(0,p(1,regarde,attentivement),p(0,un,p(0,chien,p(0,brun,p(0,et,blanc))))))	appl(lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(appl(word(8),word(9)),word(7)),word(6)))),A))),appl(word(0),appl(word(2),word(1))))
11820	Le petit chien fait tomber la pantoufle de sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,p(0,fait,tomber),p(0,la,pantoufle))),p(0,de,p(0,sa,bouche)))	appl(appl(word(7),appl(word(8),word(9))),appl(appl(appl(word(3),word(4)),appl(word(5),word(6))),appl(word(0),appl(word(1),word(2)))))
11821	Le petit chien attrape la pantoufle de chambre avec sa bouche	p(1,p(0,p(0,'Le',p(0,petit,chien)),p(0,attrape,p(0,la,p(0,pantoufle,p(0,de,chambre))))),p(0,avec,p(0,sa,bouche)))	appl(appl(word(8),appl(word(9),word(10))),appl(appl(word(3),appl(word(4),appl(appl(word(6),word(7)),word(5)))),appl(word(0),appl(word(1),word(2)))))
11822	Un chien brun regarde attentivement un chien brun et blanc	p(0,p(0,'Un',p(0,chien,brun)),p(0,p(1,regarde,attentivement),p(0,un,p(0,chien,p(0,brun,p(0,et,blanc))))))	appl(lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(appl(appl(word(8),word(9)),word(7)),word(6)))),A))),appl(word(0),appl(word(2),word(1))))
11823	L'homme effectue un grand saut	p(0,p(0,'L\'',homme),p(0,effectue,p(0,un,p(0,grand,saut))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
11825	L'homme effectue un grand saut	p(0,p(0,'L\'',homme),p(0,effectue,p(0,un,p(0,grand,saut))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
11826	L'homme n'effectue pas un grand saut	p(0,p(0,'L\'',homme),p(0,'n\'',p(0,p(1,effectue,pas),p(0,un,p(0,grand,saut)))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(word(6),word(7)))),A)))),appl(word(0),word(1)))
11827	Une personne dans une veste bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11828	Une personne dans une veste de couleur bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),p(0,de,p(0,couleur,bleue)))),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(8),appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12)))))),appl(word(0),appl(appl(word(5),appl(word(7),word(6))),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11829	Une personne dans une veste bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11830	Une personne dans une veste bleue saute sur un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,sur,p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11831	Une personne cimente une veste dans un grand mur bleu et saute	p(0,p(0,'Une',personne),p(0,p(1,p(0,cimente,p(0,une,veste)),p(0,dans,p(0,un,p(0,p(0,grand,mur),bleu)))),p(0,et,saute)))	appl(lambda(A,appl(appl(word(5),appl(word(6),appl(word(9),appl(word(7),word(8))))),appl(appl(appl(word(10),word(11)),appl(word(2),appl(word(3),word(4)))),A))),appl(word(0),word(1)))
11832	Une personne dans une veste bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11833	Une personne dans une veste de couleur bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),p(0,de,p(0,couleur,bleue)))),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(8),appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12)))))),appl(word(0),appl(appl(word(5),appl(word(7),word(6))),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11834	L'homme effectue un grand saut	p(0,p(0,'L\'',homme),p(0,effectue,p(0,un,p(0,grand,saut))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
11835	L'homme effectue un grand saut	p(0,p(0,'L\'',homme),p(0,effectue,p(0,un,p(0,grand,saut))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
11836	Une personne dans une veste bleue saute sur un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,sur,p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11837	Une personne cimente une veste dans un grand mur bleu et saute	p(0,p(0,'Une',personne),p(0,p(1,p(0,cimente,p(0,une,veste)),p(0,dans,p(0,un,p(0,p(0,grand,mur),bleu)))),p(0,et,saute)))	appl(lambda(A,appl(appl(word(5),appl(word(6),appl(word(9),appl(word(7),word(8))))),appl(appl(appl(word(10),word(11)),appl(word(2),appl(word(3),word(4)))),A))),appl(word(0),word(1)))
11838	L'homme effectue un grand saut	p(0,p(0,'L\'',homme),p(0,effectue,p(0,un,p(0,grand,saut))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
11839	Une personne dans une veste bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11841	Une personne dans une veste bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11842	L'homme n'effectue pas un grand saut	p(0,p(0,'L\'',homme),p(0,'n\'',p(0,p(1,effectue,pas),p(0,un,p(0,grand,saut)))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(word(6),word(7)))),A)))),appl(word(0),word(1)))
11843	Une personne dans une veste bleue saute d'un grand mur de ciment	p(0,p(0,'Une',p(0,p(0,personne,p(0,dans,p(0,une,veste))),bleue)),p(0,saute,p(0,'d\'',p(0,un,p(0,p(0,grand,mur),p(0,de,ciment))))))	appl(appl(word(6),appl(word(7),appl(word(8),appl(appl(word(11),word(12)),appl(word(9),word(10)))))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11844	L'homme effectue un grand saut	p(0,p(0,'L\'',homme),p(0,effectue,p(0,un,p(0,grand,saut))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
11845	Une femme en jean est assise sur la selle d'un cheval	p(0,p(0,'Une',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11846	La femme en jean est assise sur la selle d'un cheval	p(0,p(0,'La',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11847	Une femme en jean est assise sur la selle d'un cheval	p(0,p(0,'Une',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11849	Une personne portant des jeans est assise joyeusement sur le dessus d'une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,des,jeans)))),p(0,est,p(0,p(1,assise,joyeusement),p(0,sur,p(0,le,p(0,p(0,dessus,p(0,'d\'',p(0,une,selle))),p(0,de,cheval)))))))	appl(appl(word(5),lambda(A,appl(word(7),appl(appl(word(6),appl(word(8),appl(word(9),appl(appl(word(14),word(15)),appl(appl(word(11),appl(word(12),word(13))),word(10)))))),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11850	Une personne portant un jean est assise sur une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,un,jean)))),p(0,est,p(0,assise,p(0,sur,p(0,une,p(0,selle,p(0,de,cheval)))))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9)))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11851	Une personne portant un jean est assise sur une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,un,jean)))),p(0,est,p(0,assise,p(0,sur,p(0,une,p(0,selle,p(0,de,cheval)))))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9)))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11852	Personne ne porte de jeans assis sur une selle de cheval	p(0,'Personne',p(0,ne,p(0,porte,p(0,de,p(0,p(0,jeans,p(0,assis,p(0,sur,p(0,une,selle)))),p(0,de,cheval))))))	appl(appl(word(1),appl(word(2),appl(word(3),appl(appl(word(9),word(10)),appl(appl(word(5),appl(word(6),appl(word(7),word(8)))),word(4)))))),word(0))
11853	Une personne portant des jeans est assise joyeusement sur le dessus d'une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,des,jeans)))),p(0,est,p(0,p(1,assise,joyeusement),p(0,sur,p(0,le,p(0,p(0,dessus,p(0,'d\'',p(0,une,selle))),p(0,de,cheval)))))))	appl(appl(word(5),lambda(A,appl(word(7),appl(appl(word(6),appl(word(8),appl(word(9),appl(appl(word(14),word(15)),appl(appl(word(11),appl(word(12),word(13))),word(10)))))),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11854	Une femme en jean est assise sur la selle d'un cheval	p(0,p(0,'Une',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11855	Une femme en jean est assise sur la selle d'un cheval	p(0,p(0,'Une',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11856	Personne ne porte de jeans assis sur une selle de cheval	p(0,'Personne',p(0,ne,p(0,porte,p(0,de,p(0,p(0,jeans,p(0,assis,p(0,sur,p(0,une,selle)))),p(0,de,cheval))))))	appl(appl(word(1),appl(word(2),appl(word(3),appl(appl(word(9),word(10)),appl(appl(word(5),appl(word(6),appl(word(7),word(8)))),word(4)))))),word(0))
11857	La femme en jean est assise sur la selle d'un cheval	p(0,p(0,'La',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11858	Une personne portant un jean est assise sur une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,un,jean)))),p(0,est,p(0,assise,p(0,sur,p(0,une,p(0,selle,p(0,de,cheval)))))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9)))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11859	Une personne portant un jean est assise sur une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,un,jean)))),p(0,est,p(0,assise,p(0,sur,p(0,une,p(0,selle,p(0,de,cheval)))))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9)))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11861	Une femme en jean est assise sur la selle d'un cheval	p(0,p(0,'Une',p(0,femme,p(0,en,jean))),p(0,est,p(0,assise,p(0,sur,p(0,la,p(0,selle,p(0,'d\'',p(0,un,cheval))))))))	appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11862	Une personne portant un jean est assise sur une selle de cheval	p(0,p(0,'Une',p(0,personne,p(0,portant,p(0,un,jean)))),p(0,est,p(0,assise,p(0,sur,p(0,une,p(0,selle,p(0,de,cheval)))))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9)))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
11863	Le chien brun et le chien rouge gambadent sur la plage	p(0,p(0,p(0,'Le',p(0,chien,brun)),p(0,et,p(0,le,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11864	Un chien brun et un chien rouge gambadent sur la plage	p(0,p(0,p(0,'Un',p(0,chien,brun)),p(0,et,p(0,un,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11866	Un chien brun et un chien rouge gambadent sur la plage	p(0,p(0,p(0,'Un',p(0,chien,brun)),p(0,et,p(0,un,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11867	Les chiens bruns se battent joyeusement sur la plage de sable	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,la,p(0,plage,p(0,de,sable)))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
11868	Les chiens bruns se battent joyeusement sur le rivage sablonneux	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,le,p(0,rivage,sablonneux))))	appl(appl(word(6),appl(word(7),appl(word(9),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
11869	Les chiens bruns se battent joyeusement sur la plage de sable	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,la,p(0,plage,p(0,de,sable)))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
11871	Les chiens bruns se battent joyeusement sur le rivage sablonneux	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,le,p(0,rivage,sablonneux))))	appl(appl(word(6),appl(word(7),appl(word(9),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
11872	Un chien brun et un chien rouge gambadent sur la plage	p(0,p(0,p(0,'Un',p(0,chien,brun)),p(0,et,p(0,un,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11874	Un chien brun et un chien rouge gambadent sur la plage	p(0,p(0,p(0,'Un',p(0,chien,brun)),p(0,et,p(0,un,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11875	Les chiens bruns se battent joyeusement sur la plage de sable	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,la,p(0,plage,p(0,de,sable)))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
11876	Le chien brun et le chien rouge gambadent sur la plage	p(0,p(0,p(0,'Le',p(0,chien,brun)),p(0,et,p(0,le,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11877	Les chiens bruns se battent joyeusement sur la plage de sable	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,la,p(0,plage,p(0,de,sable)))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
