id	sentence	cg_supertags
366	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
367	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
368	Tous les enfants portent des hauts .	['dr(0,np,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
369	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
370	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
371	Un cinquième des enfants portent des hauts orange .	['dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
372	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
373	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
374	Moins de cinq enfants portent des hauts orange .	['dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
375	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
376	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
377	Entre 5 et 6 enfants portent des hauts orange .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'dr(0,dl(0,dr(0,np,n),dr(0,np,n)),dr(0,np,n))', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
378	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
379	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
380	Entre 80 % et 90 % des enfants ne portent pas de hauts orange .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dl(1,s,s)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
381	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
382	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
383	Beaucoup d' enfants ne portent pas de hauts orange .	['dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'dr(0,n,n)', 'dl(0,n,n)', 'dl(0,s,txt)']
384	Il y a six enfants debout au sommet d' une montagne jaune .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
385	Les deux tiers portent des hauts orange et un tiers portent des hauts gris .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,s,s),s)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
386	Certains enfants ont les cheveux orange .	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
387	Il y a douze chanteurs sur scène , moins de la moitié du Brésil et un de Papouasie-Nouvelle-Guinée .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,np),n)', 'n', 'dl(0,s,txt)']
388	Plus de 4 chanteurs sont originaires du Brésil .	['dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s_ppart))', 'dr(0,dl(0,np,s_ppart),pp_de)', 'dr(0,pp_de,n)', 'n', 'dl(0,s,txt)']
389	Il y a douze chanteurs sur scène , moins de la moitié viennent du Brésil et un de Papouasie-Nouvelle-Guinée .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,s,s),s)', 'dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),n)', 'n', 'dl(0,s,txt)']
390	Les deux tiers des chanteurs viennent du Brésil .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n', 'dl(0,s,txt)']
391	Il y a douze chanteurs sur scène , moins de la moitié viennent du Brésil et un de Papouasie-Nouvelle-Guinée .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,s,s),s)', 'dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))),dr(0,s,box(1,dia(1,dr(0,dl(0,np,s),pp))))),dr(0,s,dia(1,box(1,dr(0,dl(0,np,s),pp)))))', 'np', 'dr(0,dl(0,np,np),n)', 'n', 'dl(0,s,txt)']
392	Deux chanteurs viennent du Brésil .	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n', 'dl(0,s,txt)']
393	Il y a douze chanteurs sur scène , moins de la moitié du Brésil et un de Papouasie-Nouvelle-Guinée .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,np),n)', 'n', 'dl(0,s,txt)']
394	La plupart des chanteurs viennent du Brésil .	['dr(0,np,n)', 'dr(0,n,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n', 'dl(0,s,txt)']
395	Il y a douze chanteurs sur scène , moins de la moitié du Brésil et un de Papouasie-Nouvelle-Guinée .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,np),np)', 'np', 'dr(0,dl(0,np,np),n)', 'n', 'dl(0,s,txt)']
396	Plusieurs chanteurs ne viennent pas du Chili .	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),pp)', 'dl(1,s,s)', 'dr(0,pp_de,n)', 'n', 'dl(0,s,txt)']
397	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
398	La majorité de la population vit dans une extrême pauvreté .	['dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
399	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
400	Certaines personnes en Amérique latine ne vivent pas dans l' extrême pauvreté .	['dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),pp)', 'dl(1,s,s)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
401	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
402	Plus de 36 % de la population d' Amérique latine vit dans l' extrême pauvreté .	['dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
403	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
404	Moins de 20 % de la population d' Amérique latine ne vit pas dans l' extrême pauvreté .	['dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dl(0,np,s)', 'dl(1,s,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
405	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
406	Au moins 400 millions de personnes en Amérique latine ne vivent pas dans l' extrême pauvreté .	['dr(0,dr(0,np,np),n)', 'n', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dl(0,np,s)', 'dl(1,s,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
407	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
408	La plupart de la population ne vit pas dans l' extrême pauvreté .	['dr(0,np,n)', 'dr(0,n,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),pp)', 'dl(1,s,s)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
409	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
410	Au moins la moitié de la population d' Amérique latine vit au-dessus du seuil d' extrême pauvreté .	['dr(0,dr(0,s,s),n)', 'n', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dl(0,np,s)', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
411	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
412	Tous les habitants d' Amérique latine ne vivent pas dans l' extrême pauvreté .	['dr(0,np,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),pp)', 'dl(1,s,s)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
413	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
414	Les quatre cinquièmes de la population d' Amérique latine vivent dans l' extrême pauvreté .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
415	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
416	Les deux tiers de la population d' Amérique latine vivent dans l' extrême pauvreté .	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
417	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
418	Plus d' un tiers de la population d' Amérique latine ne vit pas dans l' extrême pauvreté .	['dr(0,np,pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dl(0,np,s)', 'dl(1,s,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
419	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
420	Un tiers de la population d' Amérique latine ne vit pas dans l' extrême pauvreté .	['dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dl(0,np,s)', 'dl(1,s,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,s,txt)']
421	En 2021,490 millions de personnes en Amérique latine vivent dans l' extrême pauvreté , soit 36 % de la population totale .	['dr(0,dr(0,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n', 'let', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,s,txt)']
422	36 % de la population d' Amérique latine vit dans la richesse .	['dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
423	En 2020 , le ratio garçons / filles en Ukraine était de 86,33 garçons pour 100 filles .	['dr(0,dr(0,s,s),np)', 'np', 'let', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
424	Il y avait plus de filles que de garçons en Ukraine .	['np', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,dr(0,np,s_q),pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,s_q,pp)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(1,s,s),n)', 'n', 'dl(0,s,txt)']
425	En 2020 , le ratio garçons / filles en Ukraine était de 86,33 garçons pour 100 filles .	['dr(0,dr(0,s,s),np)', 'np', 'let', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
426	Le ratio garçons / filles pour 100 filles en Ukraine se situait entre 86 et 87 .	['dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),pp)', 'dr(0,pp,np)', 'np', 'dr(0,dl(0,np,np),np)', 'np', 'dl(0,s,txt)']
427	En 2020 , le ratio garçons / filles en Ukraine était de 86,33 garçons pour 100 filles .	['dr(0,dr(0,s,s),np)', 'np', 'let', 'dr(0,np,n)', 'n', 'dl(0,n,n)', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,np,np),np)', 'dr(0,np,n)', 'n', 'dl(0,s,txt)']
